OBJECTID,LICENSE,TRADE_NAME,APPLICANT,CLASS,ADDRESS,ADDRID,X,Y,STATUS,TYPE,BREW_PUB,ENTERTAINMENT,SALES_CONSUMPTION,SIDEWALK_CAFE,SUMMER_GARDEN,TASTING,WINE_PUB,WARD,ZIPCODE,SMD,ANC,COVERCHARGE,DANCING,OFFPREMISESTORAGE,STORAGEFACILITY,DISTILLERY_PUB,LONGITUDE,LATITUDE,TOTAL_CAPACITY,GAMES_OF_SKILL,SPORTS_WAGGERING
1194,ABRA-099955,SAX,734 NW LLC,C,734 11th ST NW,308515,397634.78,136833.65,Active,Tavern,,CHECKED,,,,,,Ward 2,20001,SMD 2C01,ANC 2C,CHECKED,CHECKED,,,,-77.02726646,38.89935169,250,,
1195,ABRA-100140,Alta Strada,"Alta Strada-City Vista, LLC",C,465 K ST NW,305188,398421.99,137218.78,Active,Restaurant,,CHECKED,,CHECKED,,,,Ward 6,20001,SMD 6E05,ANC 6E,,,,,,-77.01819232,38.90282284,199,,
1196,ABRA-100161,Shanghai Tokyo Cafe,Shanghai Tokyo Cafe of DC Corporation,D,1376 PARK RD NW,304722,397238.16,140284.15,Active,Restaurant,,,,,,,,Ward 1,20010,SMD 1A06,ANC 1A,,,,,,-77.03185261,38.93043379,38,,
1197,ABRA-100169,The Washington Marriott Hotel,"GIC 22nd Street, LLC",C,1221 22ND ST NW,300163,395799.47,137569.63,Active,Hotel,,CHECKED,,,,,,Ward 2,20037,SMD 2A06,ANC 2A,,CHECKED,,,,-77.04842858,38.90597447,478,,
1198,ABRA-100199,DC Grocery Cash and Carry,Capital Grocery Wholesaler LLC,B,2910 V ST NE,150556,402860.84,139039.31,Active,Wholesaler,,,,,,,,Ward 5,20018,SMD 5C04,ANC 5C,,,,,,-76.9670108,38.91921956,,,
1199,ABRA-100211,Capitol Hill Wine & Spirits,"K & W Legacy, LLC",A,323 PENNSYLVANIA AVE SE,278358,399885.53,135397.72,Active,Retail - Liquor Store,,,,,,,,Ward 6,20003,SMD 6B01,ANC 6B,,,,,,-77.00131938,38.88641914,,,
1200,ABRA-100214,Millie's,"Millie's Spring Valley, LLC",C,4866 MASSACHUSETTS AVE NW,297630,391642.35,141910.97,Active,Restaurant,,,,,CHECKED,,,Ward 3,20016,SMD 3D03,ANC 3D,,,CHECKED,,,-77.09640951,38.94505325,250,,
1201,ABRA-100238,Zemen,Eve LLC,B,4418 GEORGIA AVE NW,252625,397698.56,141872.81,Active,Retail-Full Service Grocery,,,,,,,,Ward 4,20011,SMD 4C07,ANC 4C,,,,,,-77.0265481,38.94474623,,,
1202,ABRA-100249,"Bullfrog Bagels, Pesce",Colorado & Cohen LLC,C,317 7th ST SE,39146,400309.92,135306.07,Safekeeping,Restaurant,,,,CHECKED,,,,Ward 6,20003,SMD 6B02,ANC 6B,,,,,,-76.9964279,38.88559381,35,,
1203,ABRA-100259,Costello Restaurant and Lounge,"Omar, LLC",C,5201 GEORGIA AVE NW,300203,397632.88,142796.49,Active,Tavern,,CHECKED,,CHECKED,,,,Ward 4,20011,SMD 4D04,ANC 4D,,,,,,-77.02730893,38.95306682,74,,
1204,ABRA-100266,Archipelago,Latitude 38 LLC,C,1201 U ST NW,285496,397544.59,138814.2,Active,Restaurant,,CHECKED,,CHECKED,,,,Ward 1,20009,SMD 1B12,ANC 1B,,CHECKED,,,,-77.02831326,38.91719292,166,,
1205,ABRA-100267,Las Placitas,Las Placitas Inc.,C,1100 8TH ST SE,74588,400465.71,134393.01,Active,Restaurant,,,,CHECKED,,,,Ward 6,20003,SMD 6B04,ANC 6B,,,,,,-76.99463291,38.87736854,42,,
1206,ABRA-100276,BOLDER BEER GARDEN,Bolder LLC,C,1240 MT. OLIVET RD NE,69925,401430.92,138033.88,405.1 New Const,Tavern,,CHECKED,,,CHECKED,,,Ward 5,20002,SMD 5C04,ANC 5C,,,,,,-76.98350173,38.91016547,99,,
1207,ABRA-100279,Nazca Restaurant/ Mochica Restaurant,"NazcaMochica Restaurant, LLC",C,1633 P ST NW,225835,396705.4,137996.04,Active,Restaurant,,CHECKED,,,,,,Ward 2,20036,SMD 2B05,ANC 2B,,,,,,-77.03798601,38.90981958,108,,
1208,ABRA-100280,The Greenbee Cafe,DC BORN & BREAD LLC,C,1129 20TH ST NW,278873,396139.43,137411.47,Active,Restaurant,,CHECKED,,,,,,Ward 2,20036,SMD 2B06,ANC 2B,,,,,,-77.04450824,38.90455127,86,,
1209,ABRA-100297,Hiwot Ethiopian Restaurant & Market,"Hiwot Ethiopian Restaurant & Market, LLC",C,5333 GEORGIA AVE NW,254650,397607.16,142990.53,Active,Restaurant,,,,,,,,Ward 4,20011,SMD 4D01,ANC 4D,,,,,,-77.02760633,38.95481472,16,,
1210,ABRA-100312,VILLA TUSCANA,EL AGAVETEX MEX REST. LLC,C,1723 COLUMBIA RD NW,235939,396524.38,139651.17,Active,Restaurant,,CHECKED,,,,,,Ward 1,20009,SMD 1C06,ANC 1C,,,,,,-77.04008151,38.92472917,60,,
1211,ABRA-100316,Elevate,"DC Live, LLC",C,15 K ST NE,62711,399321.23,137152.4,Active,Tavern,,CHECKED,,CHECKED,CHECKED,,,Ward 6,20002,SMD 6C06,ANC 6C,CHECKED,CHECKED,,,,-77.00782524,38.90222602,320,,
1212,ABRA-100340,Amsterdam Lounge,Belay Abere,C,1208 U ST NW,218050,397529.54,138768.75,Issued,Tavern,,CHECKED,,,CHECKED,,,Ward 1,20009,SMD 1B12,ANC 1B,CHECKED,CHECKED,,,,-77.02848664,38.91678311,192,,
1213,ABRA-100341,Wardman Wines,"Wardman Wines, LLC",A,"625 Monroe ST NE, STE A7",309938,400256.57,140463.91,Active,Retail - Liquor Store,,,,,,CHECKED,,Ward 5,20017,SMD 5E01,ANC 5E,,,,,,-76.99704088,38.93205742,,,
1214,ABRA-100376,Columbia Room,"Columbia Room, LLC",C,1224 9TH ST NW,312310,397903.36,137614.26,Active,Tavern,,,,,CHECKED,,,Ward 2,20001,SMD 2F06,ANC 2F,,,,,,-77.02417263,38.90638438,114,,
1215,ABRA-100387,Via Umbria,"Via Umbria, LLC",C,1525 WISCONSIN AVE NW,275541,394409.73,138004.89,Active,Restaurant,,,,,,,,Ward 2,20007,SMD 2E03,ANC 2E,,,,,,-77.06445465,38.90988803,46,,
1216,ABRA-100407,Mignot,Ms. Hana LLC,C,4815 GEORGIA AVE NW,252040,397683.04,142324.84,Active,Tavern,,,,,,,,Ward 4,20011,SMD 4D06,ANC 4D,,,,,,-77.02672865,38.94881821,60,,
1217,ABRA-100436,Via Umbria,"Via Umbria, LLC",B,1525 WISCONSIN AVE NW,275541,394409.73,138004.89,Active,Retail - Grocery,,,,,,CHECKED,,Ward 2,20007,SMD 2E03,ANC 2E,,,,,,-77.06445465,38.90988803,,,
1218,ABRA-100490,Sushi Ogawa,"Dreamogawa, Inc.",C,2100 CONNECTICUT AVE NW,234998,395861.28,138898.69,Active,Restaurant,,,,,,,,Ward 2,20008,SMD 2D01,ANC 2D,,,,,,-77.04772397,38.91794772,75,,
1219,ABRA-100491,OMG Latin Flavors,"OMG Latin Flavors, LLC",Caterer,2800 10TH ST NE,44894,400627.55,139771.05,Active,Caterer,,,,,,,,Ward 5,20017,SMD 5B04,ANC 5B,,,,,,-76.99276286,38.92581574,,,
1220,ABRA-100515,600 T,Stephen Lawrence,C,600 T ST NW,238456,398231.8,138616.27,Active,Tavern,,,,,,,,Ward 6,20001,SMD 6E02,ANC 6E,,,,,,-77.02038856,38.91541155,25,,
1221,ABRA-100517,District Anchor,"PFM Restaurants, LLC",C,1900 M ST NW,243290,396194.9,137501.31,Active,Nightclub,,,,CHECKED,,,,Ward 2,20036,SMD 2B06,ANC 2B,,,,,,-77.04386923,38.90536115,100,,
1222,ABRA-100522,B. Lin Catering,"B. Lin Catering, LLC",Caterer,2410 T ST NE,47646,402467.74,138651.99,Active,Caterer,,,,,,,,Ward 5,20002,SMD 5C04,ANC 5C,,,,,,-76.97154514,38.91573164,,,
1223,ABRA-100526,Upshur Grocery & Deli,YOSEPH & SEIFE LLC,B,233 UPSHUR ST NW,244365,398680.26,141607.12,Active,Retail - Grocery,,,,,,CHECKED,,Ward 4,20011,SMD 4C10,ANC 4C,,,,,,-77.01522326,38.94235485,,,
1224,ABRA-100541,J J Liquors,Joseph B Yoon Inc.,A,1211 BRENTWOOD RD NE,285928,400902.77,139144.43,Active,Retail - Liquor Store,,,,,,CHECKED,,Ward 5,20018,SMD 5C05,ANC 5C,,,,,,-76.98958975,38.92017071,,,
1225,ABRA-100573,The Passenger,"Passenger II,LLC",C,1539 7TH ST NW,238608,398122.28,138094.94,Active,Tavern,,CHECKED,,,,,,Ward 6,20001,SMD 6E02,ANC 6E,CHECKED,,,,,-77.02164997,38.91071501,86,,
1226,ABRA-100621,Haikan,Daikaya Shaw LLC,C,805 V ST NW,311821,397990.57,138895.56,Active,Restaurant,,,,,CHECKED,,,Ward 1,20001,SMD 1B11,ANC 1B,,,,,,-77.02317092,38.91792664,70,,
1227,ABRA-100622,Bantam King,Around The Corner LLC,C,501 G ST NW,297698,398342.57,136734.12,Active,Restaurant,,,,CHECKED,,,,Ward 2,20001,SMD 2C03,ANC 2C,,,,,,-77.01910676,38.89845671,,,
1228,ABRA-100631,Right Spot,"Meskerem Abebe, LLC",C,1917 9TH ST NW,239852,397945.84,138711.81,Active,Restaurant,,CHECKED,,,,,,Ward 1,20001,SMD 1B02,ANC 1B,CHECKED,,,,,-77.02368616,38.91627125,120,,
1229,ABRA-100647,Farmers & Distillers/Founding Spirits Distillery,"Farmers & Distillers DC, LLC",C,600 MASSACHUSETTS AVE NW,311076,398219.28,137060.83,Active,Restaurant,,,,,,,,Ward 2,20001,SMD 2C01,ANC 2C,,,,,CHECKED,-77.02052889,38.90139959,390,,
1230,ABRA-100648,Trump International Hotel Washington DC,Trump Old Post Office LLC,C,1100 PENNSYLVANIA AVE NW,293192,397608.04,136253.35,Active,Hotel,,CHECKED,,,CHECKED,,,Ward 2,20004,SMD 2C01,ANC 2C,,CHECKED,,,,-77.02757271,38.89412373,263,,
1231,ABRA-100673,Heurich House Museum,Heurich House Foundation,C,1307 NEW HAMPSHIRE AVE NW,241060,396136.11,137799.25,Active,Multipurpose,,,,,CHECKED,,,Ward 2,20036,SMD 2B06,ANC 2B,,,,,,-77.04454869,38.90804451,500,,
1232,ABRA-100766,Sospeso,ROSATO LLC,C,1344 H ST NE,149942,401146.83,136952.78,Active,Tavern,,,,,,,,Ward 6,20002,SMD 6A06,ANC 6A,,,,,,-76.98677904,38.90042729,139,,
1233,ABRA-100804,Ambar,"1547 7th Ventures, LLC",C,1547 7th ST NW,218343,398116.45,138119.25,405.1 New Const,Restaurant,,,,CHECKED,,,,Ward 6,20001,SMD 6E02,ANC 6E,,,,,,-77.02171726,38.91093399,250,,
1234,ABRA-100805,West End Cinema Beverage Service,"Cinema Beverages Holding Company, LLC",D,"2301 M ST NW, STE 100",242336,395632.62,137514.24,Active,Multipurpose,,,,,CHECKED,,,Ward 2,20037,SMD 2A02,ANC 2A,,,,,,-77.05035187,38.90547502,127,,
1235,ABRA-100855,Half Smoke,"Half Smoke, LLC",C,651 FLORIDA AVE NW,229548,398127.56,138714.59,Active,Restaurant,,CHECKED,,,CHECKED,,,Ward 1,20001,SMD 1B01,ANC 1B,,,,,,-77.02159078,38.9162967,199,,
1236,ABRA-100872,Trader Joe's #622,Trader Joe's East Inc,B,750 Pennsylvania AVE SE,313096,400392.78,135212.78,Active,Retail-Full Service Grocery,,,,,,CHECKED,,Ward 6,20003,SMD 6B02,ANC 6B,,,,,,-76.99547292,38.88475305,,,
1237,ABRA-100882,Craft Beer Cellar DC,Edgy Crafts LLC,A,301 H ST NE,310994,399848.05,136905.84,Active,Retail - Liquor Store,,,,,,CHECKED,,Ward 6,20002,SMD 6C04,ANC 6C,,,,,,-77.00175171,38.90000517,,,
1238,ABRA-100894,Nobu,"Nobu DC, LLC",C,2525 M ST NW,316410,395314.95,137521.87,Active,Restaurant,,CHECKED,,,CHECKED,,,Ward 2,20037,SMD 2A02,ANC 2A,,,,,,-77.05401436,38.90554178,292,,
1239,ABRA-101007,The Avenue,"The Avenue DC, LLC",C,5540 CONNECTICUT AVE NW,263850,393438.37,144059.34,Active,Restaurant,,CHECKED,,CHECKED,,,,Ward 3,20015,SMD 3G06,ANC 3G,,,,,,-77.07571212,38.96442158,75,,
1240,ABRA-101066,14th Street Cafe Asian Bistro,ZL INC,D,1416 14th ST NW,240232,397204.48,137953.69,Issued,Restaurant,,,,,,,,Ward 2,20005,SMD 2F02,ANC 2F,,,,,,-77.03223156,38.90944014,29,,
1241,ABRA-101078,Yes Organic Market 2,Natures Way Inc,B,3425 CONNECTICUT AVE NW,219254,394991.78,140810.89,Active,Retail-Full Service Grocery,,,,,,CHECKED,,Ward 3,20008,SMD 3C04,ANC 3C,,,,,,-77.05776421,38.93516855,,,
1242,ABRA-101095,9 & P St. Liquor,Venus 2 INC.,A,1428 9TH ST NW,225530,397902.29,137959.09,Active,Retail - Liquor Store,,,,,,,,Ward 2,20001,SMD 2F06,ANC 2F,,,,,,-77.02418602,38.90949073,,,
1243,ABRA-101102,City Tap House,"City Tap House 901 DC, LLC",C,901 9TH ST NW,285597,397955.21,137030.12,Active,Restaurant,,CHECKED,,CHECKED,,,,Ward 2,20001,SMD 2C01,ANC 2C,,,,,,-77.0235731,38.90112237,230,,
1244,ABRA-101155,Emissary,2032 P St LLC,C,2032 P ST NW,242770,395977.42,137960.81,Active,Restaurant,,CHECKED,,CHECKED,,,,Ward 2,20036,SMD 2B02,ANC 2B,,,,,,-77.04637926,38.90949952,93,,
1245,ABRA-101190,Penn Branch Liquor/ Turnt Liquor,"PENN BRANCH DC, INC.",A,3228 PENNSYLVANIA AVE SE,287773,403505.94,133535.38,Active,Retail - Liquor Store,,,,,,CHECKED,,Ward 7,20020,SMD 7B04,ANC 7B,,,,,,-76.95960004,38.8696358,,,
1246,ABRA-101200,Ritz Carlton Georgetown,HHLP Georgetown Lessee LLC,C,3100 SOUTH ST NW,300061,394648,137263.68,Active,Hotel,,CHECKED,,,CHECKED,,,Ward 2,20007,SMD 2E05,ANC 2E,,,,,,-77.06170167,38.90321244,86,,
1247,ABRA-101217,Truxton Inn,"Ledge, LLC",C,"251 FLORIDA AVE NW, #11",285533,398649.02,138443.01,Active,Tavern,,,,CHECKED,,,,Ward 5,20001,SMD 5E06,ANC 5E,,,,,,-77.01557738,38.91385151,49,,
1248,ABRA-101261,Go Puff - Rive,"GoBrands, Inc.",A,"327 S ST NE, STE B",303077,399925.76,138444.98,Issued,Internet,,,,,,,,Ward 5,20002,SMD 5E03,ANC 5E,,,CHECKED,,,-77.00085602,38.91387029,,,
1249,ABRA-101289,Northeast Supermarket,JSSI-Pine LLC,B,1201 MOUNT OLIVET RD NE,285914,401317.37,137991.22,Active,Retail - Grocery,,,,,,,,Ward 5,20002,SMD 5D02,ANC 5D,,,,,,-76.98481102,38.90978168,,,
1250,ABRA-101299,The Dirty Goose,"The Dirty Goose, LP",C,913 U ST NW,239441,397865.55,138815.21,Active,Tavern,,CHECKED,,,CHECKED,,,Ward 1,20001,SMD 1B02,ANC 1B,,,,,,-77.02461229,38.91720286,205,,
1251,ABRA-101302,Jinya Ramen Bar,Harvest Eats DC LLC,C,1336 14TH ST NW,279093,397207.98,137840.91,Active,Restaurant,,,,,,,,Ward 2,20005,SMD 2F03,ANC 2F,,,,,,-77.03219075,38.90842419,153,,
1252,ABRA-101343,Republic Restoratives,"Republic Restoratives, LLC",A,1369 NEW YORK AVE NE,65754,401276.4,138602.84,Active,Manufacturer,,CHECKED,CHECKED,,,CHECKED,,Ward 5,20002,SMD 5D01,ANC 5D,CHECKED,CHECKED,,,,-76.98528226,38.91529142,,,
1253,ABRA-101367,A & S Grocery,"TGW Convenience Store, LLC",B,4748 SHERIFF RD NE,148953,405717.94,137249.09,Active,Retail - Grocery,,,,,,,,Ward 7,20019,SMD 7C07,ANC 7C,,,,,,-76.93407963,38.90307871,,,
1254,ABRA-101370,Himalayan Heritage Restaurant and Bar,"Bhujn, LLC",C,2305 18th ST NW,226269,396407.6,139108.5,Active,Restaurant,,,,,,,,Ward 1,20009,SMD 1C07,ANC 1C,,,,,,-77.0414254,38.91984016,48,,
1255,ABRA-101399,Timber Pizza Company,TIMBER PIZZA COMPANY LLC,C,809 UPSHUR ST NW,252462,397934.16,141579.49,Active,Restaurant,,,,CHECKED,,,,Ward 4,20011,SMD 4C07,ANC 4C,,,,,,-77.02382947,38.94210451,42,,
1256,ABRA-101430,Da Hong Pao,Da Hong Pao LLC,C,"1409 14TH ST NW, UNIT 1409",226549,397252.29,137946.32,Active,Restaurant,,CHECKED,,CHECKED,,,,Ward 2,20005,SMD 2F02,ANC 2F,,,,,,-77.03168029,38.9093739,99,,
1257,ABRA-101455,La Puerta Verde/Dock FC,Fenwick MRG LLC,C,2001 Fenwick ST NE,312298,401343.24,138541.69,Issued,Tavern,,CHECKED,,,,,,Ward 5,20002,SMD 5D01,ANC 5D,CHECKED,CHECKED,,,,-76.98451167,38.91474046,174,,
1258,ABRA-101456,Ari's Diner,Hecht MRG LLC,C,2003 FENWICK ST NE,312299,401339.13,138551.29,Active,Tavern,,CHECKED,,,,,,Ward 5,20002,SMD 5D01,ANC 5D,CHECKED,CHECKED,,,,-76.98455904,38.91482695,45,,
1259,ABRA-101496,The Liberator,"The Liberator, LLC",C,477 H ST NW,237583,398374.7,136913.38,405.1 New Const,Restaurant,,CHECKED,,,,,,Ward 2,20001,SMD 2C02,ANC 2C,,,,,,-77.01873679,38.90007161,470,,
1260,ABRA-101534,"Homewood Suites by Hilton Washington, D.C./New York Avenue and Hampton Inn & Suites Washington D.C./New York Avenue at 4th St. NE",Noma Hospitality LLC,C,501 NEW YORK AVE NE,288413,400267.79,138159.12,Issued,Tavern,,,,,CHECKED,,,Ward 5,20002,SMD 5D01,ANC 5D,,,,,,-76.99691238,38.91129479,345,,
1261,ABRA-101583,Bistro Bohem,"Bohemian Restaurants, LLC",C,1840 6th ST NW,218534,398252.78,138610.16,Active,Restaurant,,CHECKED,,CHECKED,,,,Ward 6,20001,SMD 6E02,ANC 6E,,,,,,-77.02014663,38.91535655,73,,
1262,ABRA-101636,Yard and Toast,"Moroc & Moroc, LLC",C,1541 7TH ST NW,218341,398121.41,138100.02,405.1 New Const,Tavern,,CHECKED,,,CHECKED,,,Ward 6,20001,SMD 6E02,ANC 6E,,,,,,-77.02166002,38.91076043,246,,
1263,ABRA-101642,Jefferson Liquors,"Shangari Holdings, LLC",A,5307 GEORGIA AVE NW,295086,397615.92,142946.38,Active,Retail - Liquor Store,,,,,,CHECKED,,Ward 4,20011,SMD 4D01,ANC 4D,,,,,,-77.02750512,38.95441703,,,
1264,ABRA-101682,Karma,"TSBL, LLC",C,"2221 ADAMS PL NE, #C",146266,402264.54,139042.9,Active,Multipurpose,,,,,CHECKED,,,Ward 5,20018,SMD 5C02,ANC 5C,,,,,,-76.9738869,38.91925364,566,,
1265,ABRA-101706,Wagshal's,"Wagshal's PCI, LLC",B,4857 MASSACHUSETTS AVE NW,284999,391666.97,142027.9,Active,Retail-Full Service Grocery,,,,,,,,Ward 3,20016,SMD 3E02,ANC 3E,,,,,,-77.09612693,38.94610649,,,
1266,ABRA-101707,Wagshal's,"Wagshal's PCI, LLC",D,4857 MASSACHUSETTS AVE NW,284999,391666.97,142027.9,Active,Restaurant,,,,CHECKED,,,,Ward 3,20016,SMD 3E02,ANC 3E,,,,,,-77.09612693,38.94610649,40,,
1267,ABRA-101732,Duke's Counter,RUSA Management LLC,C,3000 CONNECTICUT AVE NW,219893,395182.06,140225.08,Active,Restaurant,,CHECKED,,CHECKED,,,,Ward 3,20008,SMD 3C03,ANC 3C,CHECKED,,,,,-77.05556543,38.9298928,73,,
1268,ABRA-101753,BLT Prime,Trump Old Post Office LLC,C,1100 PENNSYLVANIA AVE NW,293192,397608.04,136253.35,Active,Restaurant,,,,,,,,Ward 2,20004,SMD 2C01,ANC 2C,,,,,,-77.02757271,38.89412373,485,,
1269,ABRA-101774,R Squared Selections,R Squared Selections LLC,A,4221 CONNECTICUT AVE NW,309008,394552.23,141770.13,Active,Internet,,,,,,,,Ward 3,20008,SMD 3F02,ANC 3F,,,,,,-77.06284154,38.94380738,,,
1001,ABRA-094779,Malcolm Liquors,"Dream Two Liquor, Inc.",A,3845 MINNESOTA AVE NE,29733,404308.65,136126.96,Active,Retail - Liquor Store,,,,,,CHECKED,,Ward 7,20019,SMD 7F01,ANC 7F,,,,,,-76.95033394,38.89297819,,,
1002,ABRA-094780,Bread and Chocolate,"Bread and Chocolate, Inc.",D,2301 M ST NW,242336,395632.62,137514.24,Active,Restaurant,,,,,,,,Ward 2,20037,SMD 2A02,ANC 2A,,,,,,-77.05035187,38.90547502,114,,
1003,ABRA-094783,Charles Corner,"Wade Road, Inc.",B,2600 WADE RD SE,278190,400324.55,132446.53,Active,Retail - Grocery,,,,,,,,Ward 8,20020,SMD 8C02,ANC 8C,,,,,,-76.99626063,38.85983359,,,
1004,ABRA-094795,Appioo,"Appioo, LLC",C,1924 9TH ST NW,239490,397898.15,138714.12,Active,Restaurant,,CHECKED,,,,,,Ward 1,20001,SMD 1B02,ANC 1B,,,,,,-77.02423607,38.91629195,49,,
1005,ABRA-094801,Denson,MRG 600 F LLC,C,600 F ST NW,238713,398254.39,136580.75,Active,Tavern,,CHECKED,,,,,,Ward 2,20004,SMD 2C01,ANC 2C,CHECKED,,,,,-77.0201229,38.89707459,49,,
1006,ABRA-094826,La Villa Cafe,La Villa Restaurant Inc.,C,6115 GEORGIA AVE NW,254270,397623.02,144040.2,Active,Restaurant,,CHECKED,,,,,,Ward 4,20011,SMD 4B04,ANC 4B,,,,,,-77.027427,38.96427012,40,,
1007,ABRA-094844,The Big Stick,The Big Stick LLC,C,20 M ST SE,301132,399314.32,134328.67,Issued,Restaurant,,CHECKED,,CHECKED,,,,Ward 6,20003,SMD 6D02,ANC 6D,CHECKED,,,,,-77.00790208,38.8767888,103,,
1008,ABRA-094849,Gallery O on H,"Gallery O, LLC",C,1354 H ST NE,66010,401174.46,136948.61,Active,Multipurpose,,CHECKED,,,CHECKED,,,Ward 6,20002,SMD 6A06,ANC 6A,CHECKED,CHECKED,,,,-76.98646052,38.90038969,500,,
1009,ABRA-094868,Pinstripes,"Pinstripes, Inc.",Caterer,3222 M ST NW,300197,394471.3,137461.79,Active,Caterer,,,,,,,,Ward 2,20007,SMD 2E05,ANC 2E,,,,,,-77.06374039,38.90499599,,,
1010,ABRA-094919,Shake Shack,"Shake Shack Union Station Washington DC, LLC",D,50 MASSACHUSETTS AVE NE,293243,399463.98,136632.07,Active,Restaurant,,,,,CHECKED,,,Ward 6,20002,SMD 6C04,ANC 6C,,,,,,-77.00617913,38.8975388,220,,
1011,ABRA-094996,MOM'S Organic Market,MOM'S ORGANIC MARKET INC.,B,1501 New York AVE NE,311943,401423.07,138675.33,Active,Retail-Full Service Grocery,,,,,,CHECKED,,Ward 5,20002,SMD 5D01,ANC 5D,,,,,,-76.98359091,38.91594388,,,
1012,ABRA-095030,India Gate,"India Get Restaurant, Inc.",C,2020 P ST NW,242675,396022,137949.81,Active,Restaurant,,,,,,,,Ward 2,20036,SMD 2B02,ANC 2B,,,,,,-77.0458652,38.90940063,65,,
1013,ABRA-095032,Edgewood International Wine and Spirits,Alazar Inc.,A,2303 4TH ST NE,289563,399971.95,139163.9,About to Expire,Retail - Liquor Store,,,,,,,,Ward 5,20002,SMD 5E02,ANC 5E,,,,,,-77.00032346,38.92034656,,,
1014,ABRA-095033,"Mythology, Lore & Dirty Water/ Beetle House DC","Mythology, LLC",C,816 H ST NE,80400,400503.69,136954.94,Active,Tavern,,CHECKED,,,CHECKED,,,Ward 6,20002,SMD 6A01,ANC 6A,CHECKED,CHECKED,,,,-76.99419333,38.90044735,66,CHECKED,
1015,ABRA-095042,Laliguras Indian & Nepali Bistro,"Laliguras DC, LLC",C,4221 CONNECTICUT AVE NW,309008,394552.23,141770.13,Issued,Restaurant,,,,,,,,Ward 3,20008,SMD 3F02,ANC 3F,,,,,,-77.06284154,38.94380738,73,,
1016,ABRA-095047,Elife,"Fair and Balanced, LLC",C,341 Cedar ST NW,300962,398444.9,145224.58,Issued,Tavern,,CHECKED,,,,,,Ward 4,20012,SMD 4B01,ANC 4B,CHECKED,,,,,-77.01794635,38.97494148,50,,
1270,ABRA-101833,LUPO OSTERIA,"AMML, LLC",C,4814 MACARTHUR BLVD NW,284963,391658.6,138750.35,Active,Restaurant,,,,,,,,Ward 3,20007,SMD 3D05,ANC 3D,,,,,,-77.09618364,38.91658158,89,,
1271,ABRA-101946,Esencias Panamenas,Esencias Panamenas,Caterer,2800 10th ST NE,44894,400627.55,139771.05,Active,Caterer,,,,,,,,Ward 5,20017,SMD 5B04,ANC 5B,,,,,,-76.99276286,38.92581574,,,
1272,ABRA-102043,Toni's Market,"John, LLC",A,5319 EAST CAPITOL ST SE,288601,406480.17,135732.52,Active,Retail - Liquor Store,,,,,,,,Ward 7,20019,SMD 7E07,ANC 7E,,,,,,-76.92530643,38.88941161,,,
1273,ABRA-102051,Exiles,"TeemNow, LLC",C,1610 U ST NW,241851,396763.89,138769.44,Issued,Tavern,,CHECKED,,,,,,Ward 2,20009,SMD 2B08,ANC 2B,,,,,,-77.03731528,38.91678718,99,,
1274,ABRA-102117,The Midlands,"RTP, LLC",C,3333 GEORGIA AVE NW,302280,397987.22,140448,Active,Tavern,,CHECKED,,,CHECKED,,,Ward 1,20010,SMD 1A09,ANC 1A,,,,,,-77.0232141,38.93191183,,,
1275,ABRA-102177,The Line DC,Adams Morgan Hotel Operator LLC,C,1770 Euclid ST NW,235625,396383.72,139433.19,Active,Hotel,,CHECKED,,,CHECKED,,,Ward 1,20009,SMD 1C07,ANC 1C,,CHECKED,,,,-77.04170248,38.92276497,220,,
1276,ABRA-102209,We Work,"655 15th Street, NW Tenant LLC",C,655 15TH ST NW,279876,397122.2,136673.07,Active,Tavern,,CHECKED,,,,,,Ward 2,20005,SMD 2C01,ANC 2C,,,,,,-77.03317486,38.8979036,100,,
1277,ABRA-102224,Free State,"JJS, LLC",C,700 5TH ST NW,279882,398342.5,136736.06,Active,Tavern,,CHECKED,,,,,,Ward 2,20001,SMD 2C03,ANC 2C,CHECKED,CHECKED,,,,-77.01910757,38.89847418,79,,
1278,ABRA-102245,Rosewood Washington DC Hotel,"1050 31st Street Liquor, LLC",C,1050 31ST ST NW,273780,394669.37,137349.83,Active,Hotel,,CHECKED,,,CHECKED,,,Ward 2,20007,SMD 2E05,ANC 2E,,,,,,-77.06145597,38.90398864,55,,
1279,ABRA-102372,Sunny's Liquor,Ever Yang Inc.,A,2400 MARTIN LUTHER KING JR AVE SE,278152,400667.44,132751.21,Active,Retail - Liquor Store,,,,,,,,Ward 8,20020,SMD 8A06,ANC 8A,,,,,,-76.99230966,38.86257841,,,
1280,ABRA-102486,Sip and Dry Bar,"Sip and Dry Bar, LLC",C,2004 Hecht AVE NE,313837,401425.65,138595.9,Issued,Tavern,,,,,,,,Ward 5,20002,SMD 5D01,ANC 5D,,,,,,-76.98356132,38.91522834,,,
1281,ABRA-102512,Eric Fleischer Catering,"Brooklyn Gold, LLC",Caterer,2619 EVARTS ST NE,45762,402700.84,139579.73,Active,Caterer,,,,,,,,Ward 5,20018,SMD 5C02,ANC 5C,,,,,,-76.96885368,38.92408834,,,
1282,ABRA-102521,District Still,"District Still, LLC",A,"175 R ST NE, #1079",300028,399659.89,138271.89,About to Expire,Retail - Liquor Store,,,,,,CHECKED,,Ward 5,20002,SMD 5E03,ANC 5E,,,,,,-77.00392153,38.91231064,,,
