OBJECTID,LICENSE,TRADE_NAME,APPLICANT,CLASS,ADDRESS,ADDRID,X,Y,STATUS,TYPE,BREW_PUB,ENTERTAINMENT,SALES_CONSUMPTION,SIDEWALK_CAFE,SUMMER_GARDEN,TASTING,WINE_PUB,WARD,ZIPCODE,SMD,ANC,COVERCHARGE,DANCING,OFFPREMISESTORAGE,STORAGEFACILITY,DISTILLERY_PUB,LONGITUDE,LATITUDE,TOTAL_CAPACITY,GAMES_OF_SKILL,SPORTS_WAGGERING
65,ABRA-001750,Decarlos Restaurant,"Spring Valley Enterprises, Inc.",C,4822 YUMA ST NW,302418,391727.3,142028.47,Active,Restaurant,,,,CHECKED,,,,Ward 3,20016,SMD 3E02,ANC 3E,,,,,,-77.09543099,38.94611252,199,,
66,ABRA-001792,Folger Shakespeare Library,Trustees of Amherst College,C,201 EAST CAPITOL ST SE,278034,399759.9,135732.29,Active,Multipurpose,,,,,,,,Ward 6,20003,SMD 6B01,ANC 6B,,,,,,-77.00276751,38.88943338,,,
67,ABRA-001845,Chalin's Restaurant,"C T Chiang of Washington, Inc.",C,1912 I ST NW,300940,396178.56,137037.03,Active,Restaurant,,,,,,,,Ward 2,20006,SMD 2B06,ANC 2B,,,,,,-77.04405503,38.90117869,96,,
68,ABRA-001926,Potomac Wines And Spirits,"Gabriel, Inc.",A,3100 M ST NW,273837,394681.77,137461.07,Active,Retail - Liquor Store,,,,,,CHECKED,,Ward 2,20007,SMD 2E05,ANC 2E,,,CHECKED,,,-77.06131388,38.90499081,,,
69,ABRA-002109,Kusa Market,Sook C. Kim,B,3108 GEORGIA AVE NW,232889,397953.74,140168.94,Active,Retail - Grocery,,,,,,,,Ward 1,20010,SMD 1A10,ANC 1A,,,,,,-77.02359941,38.92939756,,,
70,ABRA-003618,Filomena,"Georgetown Restaurant, Corp.",C,1063 WISCONSIN AVE NW,273828,394582.83,137394.52,Active,Restaurant,,,,,,,,Ward 2,20007,SMD 2E05,ANC 2E,,,,,,-77.06245403,38.9043907,199,,
71,ABRA-003664,Cafe Mozart,"Cafe Mozart, Inc.",C,1331 H ST NW,240648,397339.59,136963.38,Active,Restaurant,,CHECKED,,,,,,Ward 2,20005,SMD 2C01,ANC 2C,,,,,,-77.03066994,38.9005195,125,,
72,ABRA-003730,Calvert Woodley Wine & Liquor,"Woodley Wine & Liquor, Inc.",A,4339 CONNECTICUT AVE NW,220627,394479.37,141918.35,Active,Retail - Liquor Store,,,,,,CHECKED,,Ward 3,20008,SMD 3F02,ANC 3F,,,,,,-77.06368319,38.9451418,,,
73,ABRA-003815,Freedom Market,Freedom Market Inc,B,1901 NEW HAMPSHIRE AVE NW,241927,396757.91,138654.22,Active,Retail - Grocery,,,,,,,,Ward 2,20009,SMD 2B09,ANC 2B,,,,,,-77.03738369,38.91574888,,,
74,ABRA-005864,Raven Grill,Murray C Warren Inc,C,3125 MT PLEASANT ST NW,236407,396766.15,140169.91,Active,Tavern,,,,,,,,Ward 1,20010,SMD 1D04,ANC 1D,,,,,,-77.03729582,38.92940307,75,,
75,ABRA-005950,Wisemillers Grocery & Deli,Prester John's Corporation,B,1236 36TH ST NW,272230,393892.71,137609.88,Active,Retail - Grocery,,,,,,,,Ward 2,20007,SMD 2E08,ANC 2E,,,,,,-77.07041227,38.90632621,,,
76,ABRA-006044,Old Ebbitt Grill,"The Walrus Company, LLC",C,675 15TH ST NW,302331,397108.85,136690.03,Active,Restaurant,,CHECKED,,,,,,Ward 2,20005,SMD 2C01,ANC 2C,,CHECKED,,,,-77.03332883,38.89805634,504,,
77,ABRA-006251,El Chalan,"El Chalan, Inc.",C,1922 I ST NW,218570,396139.41,137034.63,Active,Restaurant,,,,,,,,Ward 2,20006,SMD 2B06,ANC 2B,,,,,,-77.04450635,38.90115689,75,,
78,ABRA-006447,Best Vending,"JJB & DHW, Inc.",C,1776 D ST NW,279384,396530.26,136235.36,Active,Multipurpose,,,,,,,,Ward 2,20006,SMD 2A01,ANC 2A,,,,,,-77.03999645,38.89395841,,,
79,ABRA-007053,Perry's Restaurant,The Billiken Corp,C,1811 COLUMBIA RD NW,235375,396224.37,139361.61,Active,Restaurant,,CHECKED,,,CHECKED,,,Ward 1,20009,SMD 1C03,ANC 1C,,,,,,-77.04353969,38.92211949,173,,
80,ABRA-007428,Zorba's Cafe,Skenco Inc.,D,1612 20TH ST NW,242628,396082.51,138204.65,Active,Restaurant,,,,CHECKED,,,,Ward 2,20009,SMD 2B02,ANC 2B,,,,,,-77.04516899,38.91169659,100,,
81,ABRA-007792,Bread & Chocolate,"Bread & Chocolate, Inc.",C,5542 CONNECTICUT AVE NW,285244,393436.09,144066.78,Active,Restaurant,,,,CHECKED,,,,Ward 3,20015,SMD 3G06,ANC 3G,,,,,,-77.0757385,38.96448858,75,,
82,ABRA-007880,Tony Chengs Mongolian Barbeque,Cheng Restaurant Corporation,C,"619 H ST NW, #A",238704,398197.16,136917.38,Active,Restaurant,,,,,,,,Ward 2,20001,SMD 2C01,ANC 2C,,,,,,-77.02078352,38.90010729,100,,
83,ABRA-007930,Annie's Paramount Steak House,"Steaks Unlimited, Inc.",C,1609 17TH ST NW,243116,396685.25,138193.35,Active,Restaurant,,,,CHECKED,,,,Ward 2,20009,SMD 2B04,ANC 2B,,,,,,-77.03821929,38.91159727,145,,
84,ABRA-008004,Flavio,Melben Inc.,C,1069 31ST ST NW,307837,394722.98,137418.36,Active,Restaurant,,CHECKED,,CHECKED,,,,Ward 2,20007,SMD 2E05,ANC 2E,CHECKED,CHECKED,,,,-77.06083844,38.90460631,450,,
85,ABRA-008809,Price's Grocery,Clinton Price,B,5018 ROCK CREEK CHURCH RD NE,302310,399281.05,142626.85,Active,Retail - Grocery,,,,,,,,Ward 5,20011,SMD 5A07,ANC 5A,,,,,,-77.00829419,38.95154122,,,
86,ABRA-008946,Trattoria Alberto,Trattoria Alberto Inc.,C,504 8TH ST SE,150908,400458.35,134960.61,Active,Restaurant,,,,CHECKED,,,,Ward 6,20003,SMD 6B04,ANC 6B,,,,,,-76.99471735,38.88248171,87,,
87,ABRA-008949,Dupont Italian Kitchen,"H L S, Inc.",C,1637 17TH ST NW,241985,396682.14,138276.87,Active,Restaurant,,CHECKED,,CHECKED,CHECKED,,,Ward 2,20009,SMD 2B04,ANC 2B,,,,,,-77.03825555,38.91234964,119,,
88,ABRA-009239,1789 Restaurant/Tombs/F Scotts,"The City Limit, LLC",C,1224 36TH ST NW,317349,393890.12,137575.78,Active,Restaurant,,CHECKED,,,,,,Ward 2,20007,SMD 2E08,ANC 2E,,CHECKED,,,,-77.07044183,38.90601867,487,,
89,ABRA-009267,Jr's Bar and Grill,TCR Inc,C,1519 17TH ST NW,225669,396687.06,138068.6,Issued,Tavern,,CHECKED,,,,,,Ward 2,20036,SMD 2B05,ANC 2B,CHECKED,,,,,-77.03819782,38.91047349,74,,
90,ABRA-009269,Henley Park Hotel,Tudor Limited Partnership,C,926 MASSACHUSETTS AVE NW,242922,397770.07,137254.95,Active,Hotel,,CHECKED,,,,,,Ward 2,20001,SMD 2C01,ANC 2C,,,,,,-77.0257082,38.90314726,,,
91,ABRA-009655,Sushi Taro,New Japan Inc.,C,1503 17TH ST NW,295000,396680.93,138012.12,Active,Restaurant,,,,,,,,Ward 2,20036,SMD 2B05,ANC 2B,,,,,,-77.03826823,38.90996468,72,,
92,ABRA-009713,The Willard Inter-Continental Hotel,Willard Associates,C,1401 PENNSYLVANIA AVE NW,279129,397194.15,136516.41,Active,Hotel,,CHECKED,,,CHECKED,,,Ward 2,20004,SMD 2C01,ANC 2C,,,,,,-77.03234479,38.89649258,453,,
93,ABRA-009870,The Occidental,Pershing Associates A DC Limited Partnership,C,1475 PENNSYLVANIA AVE NW,302197,397153.6,136553.46,Active,Tavern,,CHECKED,,CHECKED,,,,Ward 2,20004,SMD 2C01,ANC 2C,,,,,,-77.03281239,38.89682621,335,,
94,ABRA-010135,Diplomatic & Consular Officers Retired,"Diplomatic & Consular Officers Retired, Inc.",C,1801 F ST NW,279397,396357.97,136635.16,Active,Club,,,,,CHECKED,,,Ward 2,20006,SMD 2A08,ANC 2A,,,,,,-77.04198459,38.89755926,200,,
95,ABRA-010664,Obelisk,"Obelisk, Inc.",C,"2029 P ST NW, #A",279518,395987.06,137997.94,Active,Restaurant,,,,,,,,Ward 2,20036,SMD 2B02,ANC 2B,,,,,,-77.04626833,38.90983404,37,,
96,ABRA-010762,Tony & Joe's Seafood Place,Dancing Crab of Washington Harbour Ltd Partnership,C,"3000 K ST NW, #A",273872,394816.78,137108.34,Active,Restaurant,,CHECKED,,,CHECKED,,,Ward 2,20007,SMD 2E05,ANC 2E,CHECKED,,,,,-77.05975468,38.9018141,483,,
97,ABRA-010793,City Club of Washington,"City Club of Washington, Inc.",C,555 13TH ST NW,240935,397453.61,136572.32,Active,Club,,,,,,,,Ward 2,20004,SMD 2C01,ANC 2C,,,,,,-77.02935404,38.89699703,262,,
98,ABRA-011228,La Tomate,R Street Restaurant Corporation,C,1701 CONNECTICUT AVE NW,243323,396088.84,138349.19,Issued,Restaurant,,CHECKED,,CHECKED,,,,Ward 2,20009,SMD 2B01,ANC 2B,,,,,,-77.04509683,38.91299868,105,,
99,ABRA-011247,Super Saver Grocery & Deli,Lydia Assefa,B,4413 14TH ST NW,277407,397190.17,141867.28,Active,Retail - Grocery,,,,,,,,Ward 4,20011,SMD 4C05,ANC 4C,,,,,,-77.03241257,38.9446946,,,
100,ABRA-011479,Chinatown Express,"Winners Chinatown, Inc.",C,746 6TH ST NW,238710,398247.64,136858.19,Active,Restaurant,,,,CHECKED,,,,Ward 2,20001,SMD 2C01,ANC 2C,,,,,,-77.02020142,38.89957419,94,,
101,ABRA-011730,Tony Cheng's Seafood Restaurant,Jumbo Seafood Restaurant Inc.,C,"619 H ST NW, #B",238704,398197.16,136917.38,Active,Restaurant,,,,,,,,Ward 2,20001,SMD 2C01,ANC 2C,,,,,,-77.02078352,38.90010729,398,,
102,ABRA-012331,Leavey Center,President & Director of Georgetown College,C,"3800 RESERVOIR RD NW, #A",291547,393468.94,138241.62,Active,Restaurant,,,,,,,,Ward 2,20007,SMD 2E01,ANC 2E,,,,,,-77.07530401,38.91201376,290,,
103,ABRA-012438,The Bombay Club,Bombay Club Inc.,C,815 CONNECTICUT AVE NW,218768,396705.73,137012.68,Active,Restaurant,,CHECKED,,CHECKED,,,,Ward 2,20006,SMD 2B05,ANC 2B,,,,,,-77.03797749,38.90096147,122,,
104,ABRA-012545,I Ricchi,I Ricchi Inc.,C,"1220 19TH ST NW, #B",278954,396192.05,137642.44,Active,Restaurant,,,,CHECKED,,,,Ward 2,20036,SMD 2B06,ANC 2B,,,,,,-77.04390287,38.90663216,148,,
105,ABRA-012993,Bua Restaurant & Bar,"Rosewood Regency Co., Inc.",C,1635 P ST NW,225836,396700.25,138001.82,Active,Restaurant,,,,,CHECKED,,,Ward 2,20036,SMD 2B05,ANC 2B,,,,,,-77.03804542,38.90987196,95,,
106,ABRA-013218,Taberna Del Alabardero,La Taberna Del Alabardero Inc,C,1776 I ST NW,218481,396412.08,137027.16,Active,Restaurant,,CHECKED,,CHECKED,,,,Ward 2,20006,SMD 2B06,ANC 2B,,,,,,-77.04136287,38.90109076,162,,
107,ABRA-013377,Uno Chicago Grill,"Pizzeria Uno of Union Station, Inc.",C,"50 MASSACHUSETTS AVE NE, #F",293243,399463.98,136632.07,Active,Tavern,,,,,,,,Ward 6,20002,SMD 6C04,ANC 6C,,,,,,-77.00617913,38.8975388,101,,
108,ABRA-013738,Laredo DC Restaurant,"Los Amigos of DC, Inc.",C,3500 CONNECTICUT AVE NW,277550,394889.47,140873.67,Active,Restaurant,,,,,CHECKED,,,Ward 3,20008,SMD 3C05,ANC 3C,,,,,,-77.05894471,38.93573384,99,,
109,ABRA-013816,The Shoreham Hotel,Omni Hotel Management Corp,C,2500 CALVERT ST NW,277165,395333.08,139418.1,Active,Hotel,,CHECKED,,,CHECKED,,,Ward 3,20008,SMD 3C08,ANC 3C,,CHECKED,,,,-77.05381823,38.92262375,880,,
110,ABRA-013855,Union Wine & Liquor,"Union Wine & Liquor, Inc.",A,50 MASSACHUSETTS AVE NE,293243,399463.98,136632.07,Active,Retail - Liquor Store,,,,,,CHECKED,,Ward 6,20002,SMD 6C04,ANC 6C,,,,,,-77.00617913,38.8975388,,,
111,ABRA-013885,M L K Deli,Vincent H. Covert,B,"3113 M.L. KING JR., AVE SE",40211,400016.98,130639.14,Active,Retail - Grocery,,,,,,,,Ward 8,20032,SMD 8C03,ANC 8C,,,,,,-76.99980441,38.84355223,,,
112,ABRA-013995,Parthenon Restaurant & Chevy Chase Lounge,Parthenon Inc.,C,5510 CONNECTICUT AVE NW,299969,393493.05,143949.06,Active,Restaurant,,,,CHECKED,,,,Ward 3,20015,SMD 3G06,ANC 3G,,,,,,-77.07508014,38.96342856,166,,
113,ABRA-014130,Hard Rock Cafe,"Hard Rock Cafe International (STP), Inc.",C,999 E ST NW,239820,397787.75,136509.02,Active,Restaurant,,CHECKED,,CHECKED,,,,Ward 2,20463,SMD 2C01,ANC 2C,CHECKED,CHECKED,,,,-77.02550197,38.89642737,351,,
114,ABRA-014153,Oasis,Oasis Inc.,B,2024 P ST NW,242646,396009.76,137953.17,Active,Retail - Grocery,,,,,,,,Ward 2,20036,SMD 2B02,ANC 2B,,,,,,-77.04600634,38.90943084,,,
115,ABRA-014225,Cactus Cantina,"LPM, Inc.",C,3300 WISCONSIN AVE NW,221506,393695.83,140648.61,Active,Restaurant,,,,CHECKED,,,,Ward 3,20016,SMD 3C07,ANC 3C,,,,,,-77.07271004,38.93369868,334,,
116,ABRA-014389,Lebanese Taverna,Three D Corporation,C,2641 CONNECTICUT AVE NW,284448,395510.29,139655.09,Active,Restaurant,,,,CHECKED,,,,Ward 3,20008,SMD 3C01,ANC 3C,,,,,,-77.05177622,38.92475989,125,,
117,ABRA-014405,Bestway Liquors,"Best Way Liquors, Inc.",A,2011 14TH ST NW,240338,397254.8,138839.86,Active,Retail - Liquor Store,,,,,,,,Ward 1,20009,SMD 1B12,ANC 1B,,,,,,-77.03165493,38.91742288,,,
118,ABRA-014419,The Fireplace,"The Fireplace Restaurant, Inc.",C,2161 P ST NW,225946,395785.1,137997.66,Active,Tavern,,CHECKED,,,,,,Ward 2,20037,SMD 2B02,ANC 2B,CHECKED,,,,,-77.04859688,38.90983058,150,,
119,ABRA-014553,Ace Beverage,"Ace Beverages of Washington DC, Inc.",A,"3301 NEW MEXICO AVE NW, #A",223997,392620.16,140643.75,Active,Retail - Liquor Store,,,,,,CHECKED,,Ward 3,20016,SMD 3D08,ANC 3D,,,,,,-77.08511638,38.93364619,,,
120,ABRA-014760,The Cheesecake Factory,The Cheesecake Factory Restaurants Inc.,C,5345 WISCONSIN AVE NW,302123,392644.65,143619.85,Active,Restaurant,,,,CHECKED,,,,Ward 3,20015,SMD 3E04,ANC 3E,,,,,,-77.08486583,38.96045592,463,,
121,ABRA-014926,Vace Italian Deli,Vace Inc,B,3315 CONNECTICUT AVE NW,219236,395043.71,140682.07,Active,Retail - Grocery,,,,,,,,Ward 3,20008,SMD 3C04,ANC 3C,,,,,,-77.05716432,38.93400873,,,
122,ABRA-014963,Sakana Japanese Restaurant,TRC Inc.,C,2026 P ST NW,242674,396003.55,137953.21,Active,Restaurant,,,,,CHECKED,,,Ward 2,20036,SMD 2B02,ANC 2B,,,,,,-77.04607794,38.90943118,50,,
123,ABRA-015112,Best Vending II,"JJB & DHW, Inc.",C,730 21ST ST NW,295099,395930.61,136828.6,Active,Multipurpose,,,,,,,,Ward 2,20052,SMD 2A08,ANC 2A,,,,,,-77.04691225,38.89929996,,,
124,ABRA-015251,1720 Club,"1720 H Street, Corp.",C,2600 Virginia AVE NW,279603,395186.16,136867.22,Safekeeping,Nightclub,,,,,,,,Ward 2,20037,SMD 2A04,ANC 2A,,,,,,-77.0554946,38.8996441,99,,
125,ABRA-015387,La Lomita Dos,Escobar Rincon Inc.,C,308 PENNSYLVANIA AVE SE,40958,399859.71,135482.22,Active,Restaurant,,,,,,,,Ward 6,20003,SMD 6B01,ANC 6B,,,,,,-77.001617,38.88718068,74,,
126,ABRA-015698,Eritrean Cultural Center,Eritrean Cultural & Civic Center,C,2154 24TH PL NE,286689,402393.53,139237,Active,Multipurpose,,,,,,,,Ward 5,20018,SMD 5C02,ANC 5C,,,,,,-76.9723988,38.92100181,960,,
127,ABRA-015699,Wagshals Liquor & Deli,"F & A Enterprises, Inc",A,4855 MASSACHUSETTS AVE NW,269572,391673.03,142023.41,Active,Retail - Liquor Store,,,,,,CHECKED,,Ward 3,20016,SMD 3E02,ANC 3E,,,,,,-77.09605697,38.9460661,,,
128,ABRA-015724,Washington Wine & Spirits,"S T C, Inc.",A,1200 E ST NW,301972,397538.02,136461.12,Active,Retail - Liquor Store,,,,,,CHECKED,,Ward 2,20004,SMD 2C01,ANC 2C,,,,,,-77.02838059,38.89599554,,,
129,ABRA-015934,Don Juan Restaurant & Carryout,"Don Juan Restaurant, Inc.",C,1660 LAMONT ST NW,233147,396649.59,140357.89,Active,Restaurant,,CHECKED,,CHECKED,,,,Ward 1,20010,SMD 1D04,ANC 1D,CHECKED,,,,,-77.03864102,38.93109601,100,CHECKED,
130,ABRA-015941,Corado's Guatemalan Restaurant,"Corado's Restaurant, Inc.",C,3217 MT PLEASANT ST NW,284603,396675.14,140430.6,Active,Restaurant,,,,,,,,Ward 1,20010,SMD 1D04,ANC 1D,,,,,,-77.0383467,38.9317511,48,,
131,ABRA-016066,Holiday Inn Central,R I Associates,C,1501 RHODE ISLAND AVE NW,242311,396966.84,137806.79,Active,Hotel,,,,,,,,Ward 2,20005,SMD 2B05,ANC 2B,,,,,,-77.03497083,38.90811603,,,
132,ABRA-016129,Talay Thai Restaurant,Talay Thai Inc.,C,406 1ST ST SE,27178,399514.51,135213.6,Active,Restaurant,,,,CHECKED,,,,Ward 6,20003,SMD 6B01,ANC 6B,,,,,,-77.00559563,38.88476039,49,,
133,ABRA-016192,Pizzeria Paradiso,"Paradise, Inc.",C,2000 MASSACHUSETTS AVE NW,293218,396083.4,138003.93,Active,Restaurant,,,,,CHECKED,,,Ward 2,20036,SMD 2B02,ANC 2B,,,,,,-77.04515758,38.90988844,109,,
134,ABRA-016332,Guapo's Restaurant,"Guapo's Restaurant, Inc.",C,4515 WISCONSIN AVE NW,284931,393106.76,142284.9,Active,Restaurant,,CHECKED,,CHECKED,,,,Ward 3,20016,SMD 3E01,ANC 3E,,CHECKED,,,,-77.0795206,38.94843442,185,,
135,ABRA-016357,La Lomita Restaurant,"La Lomita, Inc.",C,1330 PENNSYLVANIA AVE SE,149931,401156.01,134805.53,Active,Restaurant,,,,CHECKED,,,,Ward 6,20003,SMD 6B06,ANC 6B,,,,,,-76.98667683,38.88108405,72,,
136,ABRA-016642,The Improvisation,"PMF, Inc.",C,1140 CONNECTICUT AVE NW,278880,396431.45,137459.78,Active,Tavern,,CHECKED,,,,,,Ward 2,20036,SMD 2B06,ANC 2B,CHECKED,,,,,-77.04114181,38.90498803,291,,
137,ABRA-016838,Capitol City Brewing Company,"Capitol City Brewing Company, LLC",C,"1100 NEW YORK AVE NW, #A",297684,397619.45,136979.92,Active,Tavern,,,,,,,,Ward 2,20005,SMD 2C01,ANC 2C,,,,,,-77.0274437,38.9006693,234,,
138,ABRA-016866,South Capitol Liquors,"4652 Livingston, Inc.",A,4652 LIVINGSTON RD SE,276657,399860.66,128300.6,Active,Retail - Liquor Store,,,,,,CHECKED,,Ward 8,20032,SMD 8D02,ANC 8D,,,,,,-77.00160459,38.82248557,,,
139,ABRA-016969,Cleveland Park Liquors,"Tri-Dev, Inc.",A,3423 CONNECTICUT AVE NW,219252,394993.59,140803.41,Active,Retail - Liquor Store,,,,,,CHECKED,,Ward 3,20008,SMD 3C04,ANC 3C,,,,,,-77.05774328,38.93510152,,,
140,ABRA-017109,The Shakespeare Theatre At The Folger Library,The Shakespeare Theatre at The Folger Library,C,"450 7TH ST NW, STE 3",276035,398076,136439.3,Active,Multipurpose,,,,,,,,Ward 2,20004,SMD 2C03,ANC 2C,,,,,,-77.02217894,38.89580032,499,,
141,ABRA-017199,The Grill From Ipanema,"Brasil, Inc.",C,1858 COLUMBIA RD NW,276265,396227.71,139232.41,Active,Restaurant,,CHECKED,,CHECKED,,,,Ward 1,20009,SMD 1C03,ANC 1C,,,,,,-77.04350047,38.92095563,146,,
142,ABRA-017235,Vie De France,Vie De France Yamazaki Inc.,C,"600 MARYLAND AVE SW, #B",5831,398204.19,135356.41,Active,Restaurant,,CHECKED,,,CHECKED,,,Ward 6,20024,SMD 6D01,ANC 6D,,,,,,-77.0206984,38.88604518,374,,
143,ABRA-017247,Cafe Milano,Prospect Cafe Milano Inc.,C,"3251 PROSPECT ST NW, #E",272144,394466.2,137594.74,Issued,Restaurant,,CHECKED,,CHECKED,,,,Ward 2,20007,SMD 2E03,ANC 2E,,,,,,-77.06380026,38.90619362,212,,
144,ABRA-017308,Nick's Riverside Grille,"PPT, Inc.",C,"3050 K ST NW, #A",300691,394715.84,137122.85,Active,Restaurant,,CHECKED,,,CHECKED,,,Ward 2,20007,SMD 2E05,ANC 2E,CHECKED,,,,,-77.06091848,38.90194421,395,,
145,ABRA-017772,Manhattan Market,"Manhattan Market, Inc.",B,"2647 CONNECTICUT AVE NW, #200",284449,395491.03,139668.99,Active,Retail - Grocery,,,,,,,,Ward 3,20008,SMD 3C01,ANC 3C,,,,,,-77.05199842,38.92488467,,,
146,ABRA-019007,Atomic Billiards,Atomic Billards Corporation,C,3427 CONNECTICUT AVE NW,219257,394981.35,140818.27,Active,Tavern,,,,,,,,Ward 3,20008,SMD 3C04,ANC 3C,,,,,,-77.05788456,38.93523531,48,CHECKED,
147,ABRA-019008,Bedrock Billiards,"Bedrock Billiards, Inc.",C,"1841 COLUMBIA RD NW, #B",235380,396198.82,139291.54,Active,Tavern,,,,,,,,Ward 1,20009,SMD 1C03,ANC 1C,,,,,,-77.04383394,38.92148816,75,,
148,ABRA-019017,The Phillips Collection,The Phillips Collection,C,1600 21ST ST NW,243333,395936.51,138183.16,Active,Multipurpose,,,,,CHECKED,,,Ward 2,20009,SMD 2B02,ANC 2B,,,,,,-77.04685225,38.91150234,,,
149,ABRA-019046,Randall Grocery,"B & S Business Enterprises, Inc.",B,2924 MINNESOTA AVE SE,287329,403004.84,134284.12,Active,Retail - Grocery,,,,,,,,Ward 7,20019,SMD 7B01,ANC 7B,,,,,,-76.96537109,38.87638261,,,
150,ABRA-019070,The Lombardy Cafe Hotel,"Hotel Lombardy, Inc.",C,2019 I ST NW,242977,396016.36,137087.92,Active,Hotel,,,,,,,,Ward 2,20006,SMD 2A06,ANC 2A,,,,,,-77.04592523,38.9016364,120,,
151,ABRA-019105,Jaleo,Tapas Y Mas Inc.,C,480 7TH ST NW,301787,398077.5,136453.09,Active,Restaurant,,,,CHECKED,,,,Ward 2,20004,SMD 2C03,ANC 2C,,,,,,-77.02216168,38.89592455,172,,
152,ABRA-019333,The Big Hunt,1345 Corporation,C,1345 CONNECTICUT AVE NW,285510,396325.06,137846.31,Active,Tavern,,CHECKED,,,CHECKED,,,Ward 2,20036,SMD 2B07,ANC 2B,,,,,,-77.04237045,38.90846959,139,CHECKED,
153,ABRA-019598,Takoma Park Liquors,"Manee Enterprises, Inc.",A,6200 EASTERN AVE NE,3698,399821.33,144131.06,Active,Retail - Liquor Store,,,,,,CHECKED,,Ward 4,20011,SMD 4B08,ANC 4B,,,,,,-77.00206162,38.96509181,,,
154,ABRA-019616,Chinatown Market,Ng Shu Kwan,B,521 H ST NW,297634,398292.02,136902.03,Active,Retail - Grocery,,,,,,,,Ward 2,20001,SMD 2C01,ANC 2C,,,,,,-77.01968991,38.89996887,,,
155,ABRA-019710,Florida Liquors,"F. K. T. Enterprises, Inc.",A,2222 14TH ST NW,239929,397204.75,139110.88,Active,Retail - Liquor Store,,,,,,,,Ward 1,20009,SMD 1B04,ANC 1B,,,,,,-77.03223316,38.91986416,,,
156,ABRA-020149,Morrison-Clark Inn,"Morrison-Clark, Limited Partnership I",C,1015 L ST NW,239355,397682.2,137390.94,Active,Hotel,,,,,,,,Ward 2,20001,SMD 2F06,ANC 2F,,,,,,-77.02672168,38.90437208,111,,
157,ABRA-020234,Lucky Bar,"Planet F, Inc.",C,1221 CONNECTICUT AVE NW,241770,396428.36,137641.28,Active,Tavern,,CHECKED,,CHECKED,,,,Ward 2,20036,SMD 2B05,ANC 2B,,,,,,-77.04117838,38.90662303,120,CHECKED,
158,ABRA-020468,Judy Restaurant,"Judy Restaurant, LLC",C,2212 14TH ST NW,242862,397196.44,139087.17,Active,Restaurant,,CHECKED,,,,,,Ward 1,20009,SMD 1B04,ANC 1B,,CHECKED,,,,-77.03232889,38.91965055,125,,
159,ABRA-020711,Thunder Burger & Bar,"Kabila, Inc.",C,3056 M ST NW,277237,394742.41,137459.51,Active,Restaurant,,,,,,,,Ward 2,20007,SMD 2E05,ANC 2E,,,,,,-77.06061475,38.90497712,74,,
160,ABRA-021211,18th Street Lounge,Yfe Inc.,C,1212 18TH ST NW,241288,396353.58,137596.18,Active,Tavern,,CHECKED,,,CHECKED,,,Ward 2,20036,SMD 2B06,ANC 2B,CHECKED,CHECKED,,,,-77.0420403,38.90621611,499,,
161,ABRA-021260,14th Mini-market,"Solneb, Incorporated",B,3904 14TH ST NW,259043,397134.7,141215.96,Active,Retail - Grocery,,,,,,,,Ward 4,20011,SMD 4C04,ANC 4C,,,,,,-77.03304972,38.93882715,,,
162,ABRA-021266,Martin's Wine & Spirits,"Ganducci, Inc.",A,1919 FLORIDA AVE NW,302025,396116.89,138621.46,Active,Retail - Liquor Store,,,,,,CHECKED,,Ward 1,20009,SMD 1C01,ANC 1C,,,,,,-77.04477494,38.91545151,,,
163,ABRA-021395,The Oval Room,Oval Room LLC,C,"800 CONNECTICUT AVE NW, #A",301059,396654.52,136960.55,Active,Restaurant,,,,CHECKED,,,,Ward 2,20006,SMD 2B05,ANC 2B,,,,,,-77.03856761,38.90049133,136,,
164,ABRA-021540,Haad Thai Restaurant,"Haad Thai Restaurant, Inc.",C,"1100 NEW YORK AVE NW, #C",297684,397619.45,136979.92,Active,Restaurant,,,,,,,,Ward 2,20005,SMD 2C01,ANC 2C,,,,,,-77.0274437,38.9006693,84,,
165,ABRA-021562,Harry's,J.W.B. Inc,C,436 11TH ST NW,300863,397631.61,136457.62,Active,Tavern,,,,CHECKED,,,,Ward 2,20004,SMD 2C01,ANC 2C,,,,,,-77.02730171,38.89596427,142,CHECKED,
166,ABRA-021578,Dupont Market,1807 Corporation,B,1807 18TH ST NW,279405,396401.9,138509.94,Active,Retail - Grocery,,,,,,,,Ward 2,20009,SMD 2B01,ANC 2B,,,,,,-77.041488,38.91444811,,,
167,ABRA-021676,Spices Restaurant,Yanlim Inc.,C,3333 CONNECTICUT AVE NW,284639,395021.16,140734.53,Issued,Restaurant,,,,,,,,Ward 3,20008,SMD 3C04,ANC 3C,,,,,,-77.05742479,38.93448118,136,,
168,ABRA-021721,Andy's Carryout,No Jun Choon & Myong A,B,209 NEW YORK AVE NW,218612,398778.21,137556.67,Active,Retail - Grocery,,,,,,,,Ward 6,20001,SMD 6E04,ANC 6E,,,,,,-77.01408619,38.90586691,,,
169,ABRA-021837,930 Club,"Sledge, Inc.",C,815 V ST NW,285441,397949.9,138905.14,Active,Multipurpose,,,,,,,,Ward 1,20001,SMD 1B11,ANC 1B,,,,,,-77.02363992,38.91801318,898,,
